urllib3.connectionpool:DEBUG:2022-10-17 19:31:49,414:Starting new HTTPS connection (1): www.bestbuy.com:443
PIL.Image:DEBUG:2022-10-17 20:55:58,264:Importing MpegImagePlugin
PIL.Image:DEBUG:2022-10-17 20:55:58,264:Importing MpoImagePlugin
PIL.Image:DEBUG:2022-10-17 20:55:58,265:Importing MspImagePlugin
PIL.Image:DEBUG:2022-10-17 20:55:58,266:Importing PalmImagePlugin
PIL.Image:DEBUG:2022-10-17 20:55:58,270:Importing PcdImagePlugin
PIL.Image:DEBUG:2022-10-17 20:55:58,271:Importing PcxImagePlugin
PIL.Image:DEBUG:2022-10-17 20:55:58,271:Importing PdfImagePlugin
PIL.Image:DEBUG:2022-10-17 20:55:58,278:Importing PixarImagePlugin
PIL.Image:DEBUG:2022-10-17 20:55:58,279:Importing PngImagePlugin
PIL.Image:DEBUG:2022-10-17 20:55:58,279:Importing PpmImagePlugin
PIL.Image:DEBUG:2022-10-17 20:55:58,279:Importing PsdImagePlugin
PIL.Image:DEBUG:2022-10-17 20:55:58,280:Importing SgiImagePlugin
PIL.Image:DEBUG:2022-10-17 20:55:58,281:Importing SpiderImagePlugin
PIL.Image:DEBUG:2022-10-17 20:55:58,282:Importing SunImagePlugin
PIL.Image:DEBUG:2022-10-17 20:55:58,283:Importing TgaImagePlugin
PIL.Image:DEBUG:2022-10-17 20:55:58,283:Importing TiffImagePlugin
PIL.Image:DEBUG:2022-10-17 20:55:58,284:Importing WebPImagePlugin
PIL.Image:DEBUG:2022-10-17 20:55:58,289:Importing WmfImagePlugin
PIL.Image:DEBUG:2022-10-17 20:55:58,290:Importing XbmImagePlugin
PIL.Image:DEBUG:2022-10-17 20:55:58,292:Importing XpmImagePlugin
PIL.Image:DEBUG:2022-10-17 20:55:58,293:Importing XVThumbImagePlugin
urllib3.connectionpool:DEBUG:2022-10-17 20:55:58,297:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:55:58,358:https://m.media-amazon.com:443 "GET /images/W/IMAGERENDERING_521856-T2/images/I/31yfLJJHpML._AC_US40_.jpg HTTP/1.1" 200 636
urllib3.connectionpool:DEBUG:2022-10-17 20:55:58,362:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:55:58,455:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/5870/5870730ld.jpg;maxHeight=54;maxWidth=54&intl=nosplash HTTP/1.1" 403 413
urllib3.connectionpool:DEBUG:2022-10-17 20:55:58,458:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:55:58,514:https://m.media-amazon.com:443 "GET /images/W/IMAGERENDERING_521856-T2/images/I/31yfLJJHpML._AC_US40_.jpg HTTP/1.1" 200 636
urllib3.connectionpool:DEBUG:2022-10-17 20:55:58,518:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:55:58,649:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/5870/5870730cv11d.jpg;maxHeight=54;maxWidth=54&intl=nosplash HTTP/1.1" 403 416
urllib3.connectionpool:DEBUG:2022-10-17 20:55:58,655:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:55:58,713:https://m.media-amazon.com:443 "GET /images/W/IMAGERENDERING_521856-T2/images/I/31yfLJJHpML._AC_US40_.jpg HTTP/1.1" 200 636
urllib3.connectionpool:DEBUG:2022-10-17 20:55:58,717:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:55:58,799:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/5870/5870730cv12d.jpg;maxHeight=54;maxWidth=54&intl=nosplash HTTP/1.1" 403 416
urllib3.connectionpool:DEBUG:2022-10-17 20:55:58,802:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:55:58,865:https://m.media-amazon.com:443 "GET /images/W/IMAGERENDERING_521856-T2/images/I/31yfLJJHpML._AC_US40_.jpg HTTP/1.1" 200 636
urllib3.connectionpool:DEBUG:2022-10-17 20:55:58,868:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:55:58,955:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/5870/5870730cv13d.jpg;maxHeight=54;maxWidth=54&intl=nosplash HTTP/1.1" 403 415
urllib3.connectionpool:DEBUG:2022-10-17 20:55:58,962:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:55:59,036:https://m.media-amazon.com:443 "GET /images/W/IMAGERENDERING_521856-T2/images/I/31yfLJJHpML._AC_US40_.jpg HTTP/1.1" 200 636
urllib3.connectionpool:DEBUG:2022-10-17 20:55:59,044:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:55:59,143:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/5870/5870730cv14d.jpg;maxHeight=54;maxWidth=54&intl=nosplash HTTP/1.1" 403 415
urllib3.connectionpool:DEBUG:2022-10-17 20:55:59,149:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:55:59,446:https://m.media-amazon.com:443 "GET /images/W/IMAGERENDERING_521856-T2/images/I/41HmgodJz+L._AC_US40_.jpg HTTP/1.1" 200 852
urllib3.connectionpool:DEBUG:2022-10-17 20:55:59,450:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:55:59,541:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/5870/5870730_sd.jpg;maxHeight=54;maxWidth=54&intl=nosplash HTTP/1.1" 403 417
urllib3.connectionpool:DEBUG:2022-10-17 20:55:59,545:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:55:59,622:https://m.media-amazon.com:443 "GET /images/W/IMAGERENDERING_521856-T2/images/I/41HmgodJz+L._AC_US40_.jpg HTTP/1.1" 200 852
urllib3.connectionpool:DEBUG:2022-10-17 20:55:59,627:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:55:59,724:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/5870/5870730ld.jpg;maxHeight=54;maxWidth=54&intl=nosplash HTTP/1.1" 403 413
urllib3.connectionpool:DEBUG:2022-10-17 20:55:59,728:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:55:59,807:https://m.media-amazon.com:443 "GET /images/W/IMAGERENDERING_521856-T2/images/I/41HmgodJz+L._AC_US40_.jpg HTTP/1.1" 200 852
urllib3.connectionpool:DEBUG:2022-10-17 20:55:59,813:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:55:59,902:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/5870/5870730cv11d.jpg;maxHeight=54;maxWidth=54&intl=nosplash HTTP/1.1" 403 416
urllib3.connectionpool:DEBUG:2022-10-17 20:55:59,906:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:55:59,973:https://m.media-amazon.com:443 "GET /images/W/IMAGERENDERING_521856-T2/images/I/41HmgodJz+L._AC_US40_.jpg HTTP/1.1" 200 852
urllib3.connectionpool:DEBUG:2022-10-17 20:55:59,976:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:56:00,091:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/5870/5870730cv12d.jpg;maxHeight=54;maxWidth=54&intl=nosplash HTTP/1.1" 403 416
urllib3.connectionpool:DEBUG:2022-10-17 20:56:00,095:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:56:00,151:https://m.media-amazon.com:443 "GET /images/W/IMAGERENDERING_521856-T2/images/I/41HmgodJz+L._AC_US40_.jpg HTTP/1.1" 200 852
urllib3.connectionpool:DEBUG:2022-10-17 20:56:00,155:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:56:00,256:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/5870/5870730cv13d.jpg;maxHeight=54;maxWidth=54&intl=nosplash HTTP/1.1" 403 416
urllib3.connectionpool:DEBUG:2022-10-17 20:56:00,260:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:56:00,327:https://m.media-amazon.com:443 "GET /images/W/IMAGERENDERING_521856-T2/images/I/41HmgodJz+L._AC_US40_.jpg HTTP/1.1" 200 852
urllib3.connectionpool:DEBUG:2022-10-17 20:56:00,332:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:56:00,413:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/5870/5870730cv14d.jpg;maxHeight=54;maxWidth=54&intl=nosplash HTTP/1.1" 403 415
urllib3.connectionpool:DEBUG:2022-10-17 20:56:00,417:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:56:00,735:https://m.media-amazon.com:443 "GET /images/W/IMAGERENDERING_521856-T2/images/I/41QuJ9S84fL._AC_US40_.jpg HTTP/1.1" 200 856
urllib3.connectionpool:DEBUG:2022-10-17 20:56:00,738:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:56:00,820:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/5870/5870730_sd.jpg;maxHeight=54;maxWidth=54&intl=nosplash HTTP/1.1" 403 417
urllib3.connectionpool:DEBUG:2022-10-17 20:56:00,824:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:56:00,895:https://m.media-amazon.com:443 "GET /images/W/IMAGERENDERING_521856-T2/images/I/41QuJ9S84fL._AC_US40_.jpg HTTP/1.1" 200 856
urllib3.connectionpool:DEBUG:2022-10-17 20:56:00,899:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:56:00,979:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/5870/5870730ld.jpg;maxHeight=54;maxWidth=54&intl=nosplash HTTP/1.1" 403 412
urllib3.connectionpool:DEBUG:2022-10-17 20:56:00,982:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:56:01,042:https://m.media-amazon.com:443 "GET /images/W/IMAGERENDERING_521856-T2/images/I/41QuJ9S84fL._AC_US40_.jpg HTTP/1.1" 200 856
urllib3.connectionpool:DEBUG:2022-10-17 20:56:01,045:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:56:01,120:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/5870/5870730cv11d.jpg;maxHeight=54;maxWidth=54&intl=nosplash HTTP/1.1" 403 415
urllib3.connectionpool:DEBUG:2022-10-17 20:56:01,124:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:56:01,187:https://m.media-amazon.com:443 "GET /images/W/IMAGERENDERING_521856-T2/images/I/41QuJ9S84fL._AC_US40_.jpg HTTP/1.1" 200 856
urllib3.connectionpool:DEBUG:2022-10-17 20:56:01,191:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:56:01,559:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/5870/5870730cv12d.jpg;maxHeight=54;maxWidth=54&intl=nosplash HTTP/1.1" 403 416
urllib3.connectionpool:DEBUG:2022-10-17 20:56:01,562:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:56:01,624:https://m.media-amazon.com:443 "GET /images/W/IMAGERENDERING_521856-T2/images/I/41QuJ9S84fL._AC_US40_.jpg HTTP/1.1" 200 856
urllib3.connectionpool:DEBUG:2022-10-17 20:56:01,628:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:56:01,804:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/5870/5870730cv13d.jpg;maxHeight=54;maxWidth=54&intl=nosplash HTTP/1.1" 403 416
urllib3.connectionpool:DEBUG:2022-10-17 20:56:01,807:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:56:01,862:https://m.media-amazon.com:443 "GET /images/W/IMAGERENDERING_521856-T2/images/I/41QuJ9S84fL._AC_US40_.jpg HTTP/1.1" 200 856
urllib3.connectionpool:DEBUG:2022-10-17 20:56:01,865:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:56:01,964:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/5870/5870730cv14d.jpg;maxHeight=54;maxWidth=54&intl=nosplash HTTP/1.1" 403 415
urllib3.connectionpool:DEBUG:2022-10-17 20:56:01,967:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:56:02,341:https://m.media-amazon.com:443 "GET /images/W/IMAGERENDERING_521856-T2/images/I/313Hc1yIQdL._AC_US40_.jpg HTTP/1.1" 200 565
urllib3.connectionpool:DEBUG:2022-10-17 20:56:02,344:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:56:02,425:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/5870/5870730_sd.jpg;maxHeight=54;maxWidth=54&intl=nosplash HTTP/1.1" 403 417
urllib3.connectionpool:DEBUG:2022-10-17 20:56:02,428:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:56:02,499:https://m.media-amazon.com:443 "GET /images/W/IMAGERENDERING_521856-T2/images/I/313Hc1yIQdL._AC_US40_.jpg HTTP/1.1" 200 565
urllib3.connectionpool:DEBUG:2022-10-17 20:56:02,502:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:56:02,599:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/5870/5870730ld.jpg;maxHeight=54;maxWidth=54&intl=nosplash HTTP/1.1" 403 412
urllib3.connectionpool:DEBUG:2022-10-17 20:56:02,604:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:56:02,665:https://m.media-amazon.com:443 "GET /images/W/IMAGERENDERING_521856-T2/images/I/313Hc1yIQdL._AC_US40_.jpg HTTP/1.1" 200 565
urllib3.connectionpool:DEBUG:2022-10-17 20:56:02,668:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:56:02,778:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/5870/5870730cv11d.jpg;maxHeight=54;maxWidth=54&intl=nosplash HTTP/1.1" 403 416
urllib3.connectionpool:DEBUG:2022-10-17 20:56:02,783:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:56:02,841:https://m.media-amazon.com:443 "GET /images/W/IMAGERENDERING_521856-T2/images/I/313Hc1yIQdL._AC_US40_.jpg HTTP/1.1" 200 565
urllib3.connectionpool:DEBUG:2022-10-17 20:56:02,844:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:56:02,935:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/5870/5870730cv12d.jpg;maxHeight=54;maxWidth=54&intl=nosplash HTTP/1.1" 403 415
urllib3.connectionpool:DEBUG:2022-10-17 20:56:02,940:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:56:03,050:https://m.media-amazon.com:443 "GET /images/W/IMAGERENDERING_521856-T2/images/I/313Hc1yIQdL._AC_US40_.jpg HTTP/1.1" 200 565
urllib3.connectionpool:DEBUG:2022-10-17 20:56:03,053:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:56:03,151:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/5870/5870730cv13d.jpg;maxHeight=54;maxWidth=54&intl=nosplash HTTP/1.1" 403 415
urllib3.connectionpool:DEBUG:2022-10-17 20:56:03,154:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:56:03,256:https://m.media-amazon.com:443 "GET /images/W/IMAGERENDERING_521856-T2/images/I/313Hc1yIQdL._AC_US40_.jpg HTTP/1.1" 200 565
urllib3.connectionpool:DEBUG:2022-10-17 20:56:03,262:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:56:03,366:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/5870/5870730cv14d.jpg;maxHeight=54;maxWidth=54&intl=nosplash HTTP/1.1" 403 414
urllib3.connectionpool:DEBUG:2022-10-17 20:56:03,369:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:56:03,927:https://m.media-amazon.com:443 "GET /images/W/IMAGERENDERING_521856-T2/images/I/31vHFKBKMQL._AC_US40_.jpg HTTP/1.1" 200 627
urllib3.connectionpool:DEBUG:2022-10-17 20:56:03,931:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:56:04,057:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/5870/5870730_sd.jpg;maxHeight=54;maxWidth=54&intl=nosplash HTTP/1.1" 403 418
urllib3.connectionpool:DEBUG:2022-10-17 20:56:04,060:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:56:04,358:https://m.media-amazon.com:443 "GET /images/W/IMAGERENDERING_521856-T2/images/I/31vHFKBKMQL._AC_US40_.jpg HTTP/1.1" 200 627
urllib3.connectionpool:DEBUG:2022-10-17 20:56:04,361:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:56:04,456:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/5870/5870730ld.jpg;maxHeight=54;maxWidth=54&intl=nosplash HTTP/1.1" 403 412
urllib3.connectionpool:DEBUG:2022-10-17 20:56:04,460:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:56:04,520:https://m.media-amazon.com:443 "GET /images/W/IMAGERENDERING_521856-T2/images/I/31vHFKBKMQL._AC_US40_.jpg HTTP/1.1" 200 627
urllib3.connectionpool:DEBUG:2022-10-17 20:56:04,525:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:56:04,635:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/5870/5870730cv11d.jpg;maxHeight=54;maxWidth=54&intl=nosplash HTTP/1.1" 403 414
urllib3.connectionpool:DEBUG:2022-10-17 20:56:04,638:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:56:04,806:https://m.media-amazon.com:443 "GET /images/W/IMAGERENDERING_521856-T2/images/I/31vHFKBKMQL._AC_US40_.jpg HTTP/1.1" 200 627
urllib3.connectionpool:DEBUG:2022-10-17 20:56:04,809:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:56:04,917:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/5870/5870730cv12d.jpg;maxHeight=54;maxWidth=54&intl=nosplash HTTP/1.1" 403 415
urllib3.connectionpool:DEBUG:2022-10-17 20:56:04,923:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:56:05,009:https://m.media-amazon.com:443 "GET /images/W/IMAGERENDERING_521856-T2/images/I/31vHFKBKMQL._AC_US40_.jpg HTTP/1.1" 200 627
urllib3.connectionpool:DEBUG:2022-10-17 20:56:05,013:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:56:05,105:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/5870/5870730cv13d.jpg;maxHeight=54;maxWidth=54&intl=nosplash HTTP/1.1" 403 415
urllib3.connectionpool:DEBUG:2022-10-17 20:56:05,109:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:56:05,167:https://m.media-amazon.com:443 "GET /images/W/IMAGERENDERING_521856-T2/images/I/31vHFKBKMQL._AC_US40_.jpg HTTP/1.1" 200 627
urllib3.connectionpool:DEBUG:2022-10-17 20:56:05,171:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:56:05,253:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/5870/5870730cv14d.jpg;maxHeight=54;maxWidth=54&intl=nosplash HTTP/1.1" 403 416
urllib3.connectionpool:DEBUG:2022-10-17 20:56:05,257:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:56:05,527:https://m.media-amazon.com:443 "GET /images/W/IMAGERENDERING_521856-T2/images/I/51VPQmnwOHL.SS40_BG85,85,85_BR-120_PKdp-play-icon-overlay__.jpg HTTP/1.1" 200 673
urllib3.connectionpool:DEBUG:2022-10-17 20:56:05,531:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:56:06,640:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/5870/5870730_sd.jpg;maxHeight=54;maxWidth=54&intl=nosplash HTTP/1.1" 403 417
urllib3.connectionpool:DEBUG:2022-10-17 20:56:06,644:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:56:06,697:https://m.media-amazon.com:443 "GET /images/W/IMAGERENDERING_521856-T2/images/I/51VPQmnwOHL.SS40_BG85,85,85_BR-120_PKdp-play-icon-overlay__.jpg HTTP/1.1" 200 673
urllib3.connectionpool:DEBUG:2022-10-17 20:56:06,700:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:56:06,783:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/5870/5870730ld.jpg;maxHeight=54;maxWidth=54&intl=nosplash HTTP/1.1" 403 413
urllib3.connectionpool:DEBUG:2022-10-17 20:56:06,786:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:56:06,847:https://m.media-amazon.com:443 "GET /images/W/IMAGERENDERING_521856-T2/images/I/51VPQmnwOHL.SS40_BG85,85,85_BR-120_PKdp-play-icon-overlay__.jpg HTTP/1.1" 200 673
urllib3.connectionpool:DEBUG:2022-10-17 20:56:06,850:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:56:06,929:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/5870/5870730cv11d.jpg;maxHeight=54;maxWidth=54&intl=nosplash HTTP/1.1" 403 415
urllib3.connectionpool:DEBUG:2022-10-17 20:56:06,933:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:56:06,995:https://m.media-amazon.com:443 "GET /images/W/IMAGERENDERING_521856-T2/images/I/51VPQmnwOHL.SS40_BG85,85,85_BR-120_PKdp-play-icon-overlay__.jpg HTTP/1.1" 200 673
urllib3.connectionpool:DEBUG:2022-10-17 20:56:06,999:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:56:07,092:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/5870/5870730cv12d.jpg;maxHeight=54;maxWidth=54&intl=nosplash HTTP/1.1" 403 416
urllib3.connectionpool:DEBUG:2022-10-17 20:56:07,095:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:56:07,152:https://m.media-amazon.com:443 "GET /images/W/IMAGERENDERING_521856-T2/images/I/51VPQmnwOHL.SS40_BG85,85,85_BR-120_PKdp-play-icon-overlay__.jpg HTTP/1.1" 200 673
urllib3.connectionpool:DEBUG:2022-10-17 20:56:07,157:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:56:07,258:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/5870/5870730cv13d.jpg;maxHeight=54;maxWidth=54&intl=nosplash HTTP/1.1" 403 415
urllib3.connectionpool:DEBUG:2022-10-17 20:56:07,264:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:56:07,325:https://m.media-amazon.com:443 "GET /images/W/IMAGERENDERING_521856-T2/images/I/51VPQmnwOHL.SS40_BG85,85,85_BR-120_PKdp-play-icon-overlay__.jpg HTTP/1.1" 200 673
urllib3.connectionpool:DEBUG:2022-10-17 20:56:07,331:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:56:07,568:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/5870/5870730cv14d.jpg;maxHeight=54;maxWidth=54&intl=nosplash HTTP/1.1" 403 416
urllib3.connectionpool:DEBUG:2022-10-17 20:56:45,953:Starting new HTTPS connection (1): www.bestbuy.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:56:50,701:https://www.bestbuy.com:443 "GET /site/martinlogan-motion-4-90-watt-passive-2-way-center-channel-speaker-gloss-black/5870730.p?skuId=5870730&intl=nosplash HTTP/1.1" 200 None
urllib3.connectionpool:DEBUG:2022-10-17 20:56:50,812:Starting new HTTPS connection (1): www.amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:56:51,427:https://www.amazon.com:443 "GET /JVC-EXOFIELD-Personal-Multi-Channel-Surround/dp/B0899NS7NV/ref=sr_1_19?qid=1665223097&rnid=9977442011&s=electronics&sr=1-19 HTTP/1.1" 200 None
urllib3.connectionpool:DEBUG:2022-10-17 20:56:53,107:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:56:53,215:https://m.media-amazon.com:443 "GET /images/I/31yfLJJHpML._AC_US40_.jpg HTTP/1.1" 200 624
urllib3.connectionpool:DEBUG:2022-10-17 20:56:53,230:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:56:53,331:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/5870/5870730_sd.jpg;maxHeight=54;maxWidth=54 HTTP/1.1" 403 395
PIL.Image:DEBUG:2022-10-17 20:56:53,332:Importing BlpImagePlugin
PIL.Image:DEBUG:2022-10-17 20:56:53,333:Importing BmpImagePlugin
PIL.Image:DEBUG:2022-10-17 20:56:53,333:Importing BufrStubImagePlugin
